Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,
HHS Region 3,2 wk ahead,Bin,percent,2.2,2.3,0.021051125
HHS Region 3,2 wk ahead,Bin,percent,2.3,2.4,0.023919323
HHS Region 3,2 wk ahead,Bin,percent,2.4,2.5,0.026266722
HHS Region 3,2 wk ahead,Bin,percent,2.5,2.6,0.02952112
HHS Region 3,2 wk ahead,Bin,percent,2.6,2.7,0.031075846
HHS Region 3,2 wk ahead,Bin,percent,2.7,2.8,0.032605312
HHS Region 3,2 wk ahead,Bin,percent,2.8,2.9,0.031687146
HHS Region 3,2 wk ahead,Bin,percent,2.9,3,0.032351829
HHS Region 3,2 wk ahead,Bin,percent,3,3.1,0.033477895
HHS Region 3,2 wk ahead,Bin,percent,3.1,3.2,0.0335703
HHS Region 3,2 wk ahead,Bin,percent,3.2,3.3,0.032808307
HHS Region 3,2 wk ahead,Bin,percent,3.3,3.4,0.030563247
HHS Region 3,2 wk ahead,Bin,percent,3.4,3.5,0.029556462
HHS Region 3,2 wk ahead,Bin,percent,3.5,3.6,0.029033175
HHS Region 3,2 wk ahead,Bin,percent,3.6,3.7,0.026065919
HHS Region 3,2 wk ahead,Bin,percent,3.7,3.8,0.026601026
HHS Region 3,2 wk ahead,Bin,percent,3.8,3.9,0.026097078
HHS Region 3,2 wk ahead,Bin,percent,3.9,4,0.02361228
HHS Region 3,2 wk ahead,Bin,percent,4,4.1,0.023294223
HHS Region 3,2 wk ahead,Bin,percent,4.1,4.2,0.021410285
HHS Region 3,2 wk ahead,Bin,percent,4.2,4.3,0.020000595
HHS Region 3,2 wk ahead,Bin,percent,4.3,4.4,0.019369412
HHS Region 3,2 wk ahead,Bin,percent,4.4,4.5,0.019078294
HHS Region 3,2 wk ahead,Bin,percent,4.5,4.6,0.018132438
HHS Region 3,2 wk ahead,Bin,percent,4.6,4.7,0.017897453
HHS Region 3,2 wk ahead,Bin,percent,4.7,4.8,0.016700363
HHS Region 3,2 wk ahead,Bin,percent,4.8,4.9,0.015973165
HHS Region 3,2 wk ahead,Bin,percent,4.9,5,0.015350113
HHS Region 3,2 wk ahead,Bin,percent,5,5.1,0.014839447
HHS Region 3,2 wk ahead,Bin,percent,5.1,5.2,0.013581919
HHS Region 3,2 wk ahead,Bin,percent,5.2,5.3,0.01258095
HHS Region 3,2 wk ahead,Bin,percent,5.3,5.4,0.011971723
HHS Region 3,2 wk ahead,Bin,percent,5.4,5.5,0.01108286
HHS Region 3,2 wk ahead,Bin,percent,5.5,5.6,0.01067013
HHS Region 3,2 wk ahead,Bin,percent,5.6,5.7,0.009751203
HHS Region 3,2 wk ahead,Bin,percent,5.7,5.8,0.008894425
HHS Region 3,2 wk ahead,Bin,percent,5.8,5.9,0.008170709
HHS Region 3,2 wk ahead,Bin,percent,5.9,6,0.007463676
HHS Region 3,2 wk ahead,Bin,percent,6,6.1,0.006655739
HHS Region 3,2 wk ahead,Bin,percent,6.1,6.2,0.006124524
HHS Region 3,2 wk ahead,Bin,percent,6.2,6.3,0.005625857
HHS Region 3,2 wk ahead,Bin,percent,6.3,6.4,0.005100572
HHS Region 3,2 wk ahead,Bin,percent,6.4,6.5,0.004488424
HHS Region 3,2 wk ahead,Bin,percent,6.5,6.6,0.004038493
HHS Region 3,2 wk ahead,Bin,percent,6.6,6.7,0.00368874
HHS Region 3,2 wk ahead,Bin,percent,6.7,6.8,0.003314368
HHS Region 3,2 wk ahead,Bin,percent,6.8,6.9,0.00291413
HHS Region 3,2 wk ahead,Bin,percent,6.9,7,0.002610455
HHS Region 3,2 wk ahead,Bin,percent,7,7.1,0.002339283
HHS Region 3,2 wk ahead,Bin,percent,7.1,7.2,0.002160454
HHS Region 3,2 wk ahead,Bin,percent,7.2,7.3,0.001885457
HHS Region 3,2 wk ahead,Bin,percent,7.3,7.4,0.001698079
HHS Region 3,2 wk ahead,Bin,percent,7.4,7.5,0.001533895
HHS Region 3,2 wk ahead,Bin,percent,7.5,7.6,0.001390605
HHS Region 3,2 wk ahead,Bin,percent,7.6,7.7,0.001266012
HHS Region 3,2 wk ahead,Bin,percent,7.7,7.8,0.001158047
HHS Region 3,2 wk ahead,Bin,percent,7.8,7.9,0.001064789
HHS Region 3,2 wk ahead,Bin,percent,7.9,8,0.000984471
HHS Region 3,2 wk ahead,Bin,percent,8,8.1,0.000915486
HHS Region 3,2 wk ahead,Bin,percent,8.1,8.2,0.000856384
HHS Region 3,2 wk ahead,Bin,percent,8.2,8.3,0.000805864
HHS Region 3,2 wk ahead,Bin,percent,8.3,8.4,0.000762772
HHS Region 3,2 wk ahead,Bin,percent,8.4,8.5,0.000726086
HHS Region 3,2 wk ahead,Bin,percent,8.5,8.6,0.000694908
HHS Region 3,2 wk ahead,Bin,percent,8.6,8.7,0.000668453
HHS Region 3,2 wk ahead,Bin,percent,8.7,8.8,0.000646037
HHS Region 3,2 wk ahead,Bin,percent,8.8,8.9,0.000627068
HHS Region 3,2 wk ahead,Bin,percent,8.9,9,0.000611034
HHS Region 3,2 wk ahead,Bin,percent,9,9.1,0.000597495
HHS Region 3,2 wk ahead,Bin,percent,9.1,9.2,0.000586072
HHS Region 3,2 wk ahead,Bin,percent,9.2,9.3,0.000576441
HHS Region 3,2 wk ahead,Bin,percent,9.3,9.4,0.000568328
HHS Region 3,2 wk ahead,Bin,percent,9.4,9.5,0.000561495
HHS Region 3,2 wk ahead,Bin,percent,9.5,9.6,0.000555744
HHS Region 3,2 wk ahead,Bin,percent,9.6,9.7,0.000550905
HHS Region 3,2 wk ahead,Bin,percent,9.7,9.8,0.000546835
HHS Region 3,2 wk ahead,Bin,percent,9.8,9.9,0.000543411
HHS Region 3,2 wk ahead,Bin,percent,9.9,10,0.000540532
HHS Region 3,2 wk ahead,Bin,percent,10,10.1,0.00053811
HHS Region 3,2 wk ahead,Bin,percent,10.1,10.2,0.000536074
HHS Region 3,2 wk ahead,Bin,percent,10.2,10.3,0.000534361
HHS Region 3,2 wk ahead,Bin,percent,10.3,10.4,0.00053292
HHS Region 3,2 wk ahead,Bin,percent,10.4,10.5,0.000531707
HHS Region 3,2 wk ahead,Bin,percent,10.5,10.6,0.000530687
HHS Region 3,2 wk ahead,Bin,percent,10.6,10.7,0.000529827
HHS Region 3,2 wk ahead,Bin,percent,10.7,10.8,0.000529103
HHS Region 3,2 wk ahead,Bin,percent,10.8,10.9,0.000528494
HHS Region 3,2 wk ahead,Bin,percent,10.9,11,0.000527979
HHS Region 3,2 wk ahead,Bin,percent,11,11.1,0.000527546
HHS Region 3,2 wk ahead,Bin,percent,11.1,11.2,0.000527179
HHS Region 3,2 wk ahead,Bin,percent,11.2,11.3,0.00052687
HHS Region 3,2 wk ahead,Bin,percent,11.3,11.4,0.000526609
HHS Region 3,2 wk ahead,Bin,percent,11.4,11.5,0.000526388
HHS Region 3,2 wk ahead,Bin,percent,11.5,11.6,0.000526202
HHS Region 3,2 wk ahead,Bin,percent,11.6,11.7,0.000526043
HHS Region 3,2 wk ahead,Bin,percent,11.7,11.8,0.00052591
HHS Region 3,2 wk ahead,Bin,percent,11.8,11.9,0.000525796
HHS Region 3,2 wk ahead,Bin,percent,11.9,12,0.0005257
HHS Region 3,2 wk ahead,Bin,percent,12,12.1,0.000525618
HHS Region 3,2 wk ahead,Bin,percent,12.1,12.2,0.000525548
HHS Region 3,2 wk ahead,Bin,percent,12.2,12.3,0.000525489
HHS Region 3,2 wk ahead,Bin,percent,12.3,12.4,0.000525439
HHS Region 3,2 wk ahead,Bin,percent,12.4,12.5,0.000525396
HHS Region 3,2 wk ahead,Bin,percent,12.5,12.6,0.00052536
HHS Region 3,2 wk ahead,Bin,percent,12.6,12.7,0.000525329
HHS Region 3,2 wk ahead,Bin,percent,12.7,12.8,0.000525302
HHS Region 3,2 wk ahead,Bin,percent,12.8,12.9,0.000525279
HHS Region 3,2 wk ahead,Bin,percent,12.9,13,0.00052526
HHS Region 3,2 wk ahead,Bin,percent,13,100,0.000525915
HHS Region 3,3 wk ahead,Point,percent,NA,NA,3.7
HHS Region 3,3 wk ahead,Bin,percent,0,0.1,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,0.1,0.2,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,0.2,0.3,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,0.3,0.4,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,0.4,0.5,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,0.5,0.6,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,0.6,0.7,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,0.7,0.8,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,0.8,0.9,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,0.9,1,0.000393468
HHS Region 3,3 wk ahead,Bin,percent,1,1.1,0.000641697
HHS Region 3,3 wk ahead,Bin,percent,1.1,1.2,0.000703754
HHS Region 3,3 wk ahead,Bin,percent,1.2,1.3,0.000765812
HHS Region 3,3 wk ahead,Bin,percent,1.3,1.4,0.00126227
HHS Region 3,3 wk ahead,Bin,percent,1.4,1.5,0.002503416
HHS Region 3,3 wk ahead,Bin,percent,1.5,1.6,0.002379302
HHS Region 3,3 wk ahead,Bin,percent,1.6,1.7,0.00355839
HHS Region 3,3 wk ahead,Bin,percent,1.7,1.8,0.003992791
HHS Region 3,3 wk ahead,Bin,percent,1.8,1.9,0.006971542
HHS Region 3,3 wk ahead,Bin,percent,1.9,2,0.009515891
HHS Region 3,3 wk ahead,Bin,percent,2,2.1,0.010446751
HHS Region 3,3 wk ahead,Bin,percent,2.1,2.2,0.013053157
HHS Region 3,3 wk ahead,Bin,percent,2.2,2.3,0.014232246
HHS Region 3,3 wk ahead,Bin,percent,2.3,2.4,0.016342194
HHS Region 3,3 wk ahead,Bin,percent,2.4,2.5,0.018017741
HHS Region 3,3 wk ahead,Bin,percent,2.5,2.6,0.016776595
HHS Region 3,3 wk ahead,Bin,percent,2.6,2.7,0.021989409
HHS Region 3,3 wk ahead,Bin,percent,2.7,2.8,0.021617065
HHS Region 3,3 wk ahead,Bin,percent,2.8,2.9,0.022796154
HHS Region 3,3 wk ahead,Bin,percent,2.9,3,0.023168497
HHS Region 3,3 wk ahead,Bin,percent,3,3.1,0.021182664
HHS Region 3,3 wk ahead,Bin,percent,3.1,3.2,0.025149564
HHS Region 3,3 wk ahead,Bin,percent,3.2,3.3,0.023739094
HHS Region 3,3 wk ahead,Bin,percent,3.3,3.4,0.024804688
HHS Region 3,3 wk ahead,Bin,percent,3.4,3.5,0.026007642
HHS Region 3,3 wk ahead,Bin,percent,3.5,3.6,0.026151987
HHS Region 3,3 wk ahead,Bin,percent,3.6,3.7,0.030201727
HHS Region 3,3 wk ahead,Bin,percent,3.7,3.8,0.037633279
HHS Region 3,3 wk ahead,Bin,percent,3.8,3.9,0.043482056
HHS Region 3,3 wk ahead,Bin,percent,3.9,4,0.051352554
HHS Region 3,3 wk ahead,Bin,percent,4,4.1,0.060372513
HHS Region 3,3 wk ahead,Bin,percent,4.1,4.2,0.063497089
HHS Region 3,3 wk ahead,Bin,percent,4.2,4.3,0.065662319
HHS Region 3,3 wk ahead,Bin,percent,4.3,4.4,0.060208833
HHS Region 3,3 wk ahead,Bin,percent,4.4,4.5,0.052308081
HHS Region 3,3 wk ahead,Bin,percent,4.5,4.6,0.041620815
HHS Region 3,3 wk ahead,Bin,percent,4.6,4.7,0.032101738
HHS Region 3,3 wk ahead,Bin,percent,4.7,4.8,0.022810925
HHS Region 3,3 wk ahead,Bin,percent,4.8,4.9,0.015837857
HHS Region 3,3 wk ahead,Bin,percent,4.9,5,0.010630701
HHS Region 3,3 wk ahead,Bin,percent,5,5.1,0.006425599
HHS Region 3,3 wk ahead,Bin,percent,5.1,5.2,0.003810166
HHS Region 3,3 wk ahead,Bin,percent,5.2,5.3,0.002569701
HHS Region 3,3 wk ahead,Bin,percent,5.3,5.4,0.002379302
HHS Region 3,3 wk ahead,Bin,percent,5.4,5.5,0.001882843
HHS Region 3,3 wk ahead,Bin,percent,5.5,5.6,0.002006958
HHS Region 3,3 wk ahead,Bin,percent,5.6,5.7,0.001014041
HHS Region 3,3 wk ahead,Bin,percent,5.7,5.8,0.00126227
HHS Region 3,3 wk ahead,Bin,percent,5.8,5.9,0.001014041
HHS Region 3,3 wk ahead,Bin,percent,5.9,6,0.001324327
HHS Region 3,3 wk ahead,Bin,percent,6,6.1,0.001014041
HHS Region 3,3 wk ahead,Bin,percent,6.1,6.2,0.000827869
HHS Region 3,3 wk ahead,Bin,percent,6.2,6.3,0.001014041
HHS Region 3,3 wk ahead,Bin,percent,6.3,6.4,0.000765812
HHS Region 3,3 wk ahead,Bin,percent,6.4,6.5,0.000889926
HHS Region 3,3 wk ahead,Bin,percent,6.5,6.6,0.000641697
HHS Region 3,3 wk ahead,Bin,percent,6.6,6.7,0.00057964
HHS Region 3,3 wk ahead,Bin,percent,6.7,6.8,0.000393468
HHS Region 3,3 wk ahead,Bin,percent,6.8,6.9,0.000455525
HHS Region 3,3 wk ahead,Bin,percent,6.9,7,0.000455525
HHS Region 3,3 wk ahead,Bin,percent,7,7.1,0.000517583
HHS Region 3,3 wk ahead,Bin,percent,7.1,7.2,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,7.2,7.3,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,7.3,7.4,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,7.4,7.5,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,7.5,7.6,0.000393468
HHS Region 3,3 wk ahead,Bin,percent,7.6,7.7,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,7.7,7.8,0.000393468
HHS Region 3,3 wk ahead,Bin,percent,7.8,7.9,0.000393468
HHS Region 3,3 wk ahead,Bin,percent,7.9,8,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,8,8.1,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,8.1,8.2,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,8.2,8.3,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,8.3,8.4,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,8.4,8.5,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,8.5,8.6,0.000455525
HHS Region 3,3 wk ahead,Bin,percent,8.6,8.7,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,8.7,8.8,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,8.8,8.9,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,8.9,9,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,9,9.1,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,9.1,9.2,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,9.2,9.3,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,9.3,9.4,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,9.4,9.5,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,9.5,9.6,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,9.6,9.7,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,9.7,9.8,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,9.8,9.9,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,9.9,10,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,10,10.1,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,10.1,10.2,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,10.2,10.3,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,10.3,10.4,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,10.4,10.5,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,10.5,10.6,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,10.6,10.7,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,10.7,10.8,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,10.8,10.9,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,10.9,11,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,11,11.1,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,11.1,11.2,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,11.2,11.3,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,11.3,11.4,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,11.4,11.5,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,11.5,11.6,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,11.6,11.7,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,11.7,11.8,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,11.8,11.9,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,11.9,12,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,12,12.1,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,12.1,12.2,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,12.2,12.3,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,12.3,12.4,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,12.4,12.5,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,12.5,12.6,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,12.6,12.7,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,12.7,12.8,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,12.8,12.9,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,12.9,13,0.000331411
HHS Region 3,3 wk ahead,Bin,percent,13,100,2.51402E-05
HHS Region 3,4 wk ahead,Point,percent,NA,NA,3.6
HHS Region 3,4 wk ahead,Bin,percent,0,0.1,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,0.1,0.2,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,0.2,0.3,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,0.3,0.4,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,0.4,0.5,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,0.5,0.6,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,0.6,0.7,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,0.7,0.8,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,0.8,0.9,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,0.9,1,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,1,1.1,0.000422624
HHS Region 3,4 wk ahead,Bin,percent,1.1,1.2,0.000670853
HHS Region 3,4 wk ahead,Bin,percent,1.2,1.3,0.000794968
HHS Region 3,4 wk ahead,Bin,percent,1.3,1.4,0.000919083
HHS Region 3,4 wk ahead,Bin,percent,1.4,1.5,0.002036114
HHS Region 3,4 wk ahead,Bin,percent,1.5,1.6,0.002036114
HHS Region 3,4 wk ahead,Bin,percent,1.6,1.7,0.005511323
HHS Region 3,4 wk ahead,Bin,percent,1.7,1.8,0.008241844
HHS Region 3,4 wk ahead,Bin,percent,1.8,1.9,0.008117729
HHS Region 3,4 wk ahead,Bin,percent,1.9,2,0.009358875
HHS Region 3,4 wk ahead,Bin,percent,2,2.1,0.012585855
HHS Region 3,4 wk ahead,Bin,percent,2.1,2.2,0.015564606
HHS Region 3,4 wk ahead,Bin,percent,2.2,2.3,0.019288044
HHS Region 3,4 wk ahead,Bin,percent,2.3,2.4,0.025866117
HHS Region 3,4 wk ahead,Bin,percent,2.4,2.5,0.028472524
HHS Region 3,4 wk ahead,Bin,percent,2.5,2.6,0.024624971
HHS Region 3,4 wk ahead,Bin,percent,2.6,2.7,0.032692421
HHS Region 3,4 wk ahead,Bin,percent,2.7,2.8,0.036664088
HHS Region 3,4 wk ahead,Bin,percent,2.8,2.9,0.033312994
HHS Region 3,4 wk ahead,Bin,percent,2.9,3,0.036415859
HHS Region 3,4 wk ahead,Bin,percent,3,3.1,0.034678254
HHS Region 3,4 wk ahead,Bin,percent,3.1,3.2,0.037657005
HHS Region 3,4 wk ahead,Bin,percent,3.2,3.3,0.037284661
HHS Region 3,4 wk ahead,Bin,percent,3.3,3.4,0.037657005
HHS Region 3,4 wk ahead,Bin,percent,3.4,3.5,0.041504557
HHS Region 3,4 wk ahead,Bin,percent,3.5,3.6,0.041380443
HHS Region 3,4 wk ahead,Bin,percent,3.6,3.7,0.036043515
HHS Region 3,4 wk ahead,Bin,percent,3.7,3.8,0.035547056
HHS Region 3,4 wk ahead,Bin,percent,3.8,3.9,0.033312994
HHS Region 3,4 wk ahead,Bin,percent,3.9,4,0.03294065
HHS Region 3,4 wk ahead,Bin,percent,4,4.1,0.02810018
HHS Region 3,4 wk ahead,Bin,percent,4.1,4.2,0.028968982
HHS Region 3,4 wk ahead,Bin,percent,4.2,4.3,0.025617888
HHS Region 3,4 wk ahead,Bin,percent,4.3,4.4,0.025866117
HHS Region 3,4 wk ahead,Bin,percent,4.4,4.5,0.024873201
HHS Region 3,4 wk ahead,Bin,percent,4.5,4.6,0.018791585
HHS Region 3,4 wk ahead,Bin,percent,4.6,4.7,0.019412158
HHS Region 3,4 wk ahead,Bin,percent,4.7,4.8,0.016929866
HHS Region 3,4 wk ahead,Bin,percent,4.8,4.9,0.016185179
HHS Region 3,4 wk ahead,Bin,percent,4.9,5,0.012958199
HHS Region 3,4 wk ahead,Bin,percent,5,5.1,0.013702887
HHS Region 3,4 wk ahead,Bin,percent,5.1,5.2,0.012089397
HHS Region 3,4 wk ahead,Bin,percent,5.2,5.3,0.009110646
HHS Region 3,4 wk ahead,Bin,percent,5.3,5.4,0.008241844
HHS Region 3,4 wk ahead,Bin,percent,5.4,5.5,0.007248927
HHS Region 3,4 wk ahead,Bin,percent,5.5,5.6,0.006628354
HHS Region 3,4 wk ahead,Bin,percent,5.6,5.7,0.006628354
HHS Region 3,4 wk ahead,Bin,percent,5.7,5.8,0.005263094
HHS Region 3,4 wk ahead,Bin,percent,5.8,5.9,0.005511323
HHS Region 3,4 wk ahead,Bin,percent,5.9,6,0.003153145
HHS Region 3,4 wk ahead,Bin,percent,6,6.1,0.004394291
HHS Region 3,4 wk ahead,Bin,percent,6.1,6.2,0.004270177
HHS Region 3,4 wk ahead,Bin,percent,6.2,6.3,0.002656687
HHS Region 3,4 wk ahead,Bin,percent,6.3,6.4,0.002532572
HHS Region 3,4 wk ahead,Bin,percent,6.4,6.5,0.002160229
HHS Region 3,4 wk ahead,Bin,percent,6.5,6.6,0.002408458
HHS Region 3,4 wk ahead,Bin,percent,6.6,6.7,0.002160229
HHS Region 3,4 wk ahead,Bin,percent,6.7,6.8,0.00166377
HHS Region 3,4 wk ahead,Bin,percent,6.8,6.9,0.000919083
HHS Region 3,4 wk ahead,Bin,percent,6.9,7,0.001043197
HHS Region 3,4 wk ahead,Bin,percent,7,7.1,0.000546739
HHS Region 3,4 wk ahead,Bin,percent,7.1,7.2,0.000794968
HHS Region 3,4 wk ahead,Bin,percent,7.2,7.3,0.000422624
HHS Region 3,4 wk ahead,Bin,percent,7.3,7.4,0.000174395
HHS Region 3,4 wk ahead,Bin,percent,7.4,7.5,0.000546739
HHS Region 3,4 wk ahead,Bin,percent,7.5,7.6,0.000422624
HHS Region 3,4 wk ahead,Bin,percent,7.6,7.7,0.000919083
HHS Region 3,4 wk ahead,Bin,percent,7.7,7.8,0.00029851
HHS Region 3,4 wk ahead,Bin,percent,7.8,7.9,0.00029851
HHS Region 3,4 wk ahead,Bin,percent,7.9,8,0.00029851
HHS Region 3,4 wk ahead,Bin,percent,8,8.1,0.000422624
HHS Region 3,4 wk ahead,Bin,percent,8.1,8.2,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,8.2,8.3,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,8.3,8.4,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,8.4,8.5,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,8.5,8.6,0.000174395
HHS Region 3,4 wk ahead,Bin,percent,8.6,8.7,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,8.7,8.8,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,8.8,8.9,0.000174395
HHS Region 3,4 wk ahead,Bin,percent,8.9,9,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,9,9.1,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,9.1,9.2,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,9.2,9.3,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,9.3,9.4,0.000174395
HHS Region 3,4 wk ahead,Bin,percent,9.4,9.5,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,9.5,9.6,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,9.6,9.7,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,9.7,9.8,0.000174395
HHS Region 3,4 wk ahead,Bin,percent,9.8,9.9,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,9.9,10,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,10,10.1,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,10.1,10.2,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,10.2,10.3,0.000174395
HHS Region 3,4 wk ahead,Bin,percent,10.3,10.4,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,10.4,10.5,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,10.5,10.6,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,10.6,10.7,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,10.7,10.8,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,10.8,10.9,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,10.9,11,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,11,11.1,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,11.1,11.2,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,11.2,11.3,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,11.3,11.4,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,11.4,11.5,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,11.5,11.6,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,11.6,11.7,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,11.7,11.8,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,11.8,11.9,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,11.9,12,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,12,12.1,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,12.1,12.2,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,12.2,12.3,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,12.3,12.4,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,12.4,12.5,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,12.5,12.6,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,12.6,12.7,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,12.7,12.8,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,12.8,12.9,5.02804E-05
HHS Region 3,4 wk ahead,Bin,percent,12.9,13,5.02804E-05
