"location","target","type","unit","bin_start_incl","bin_end_notincl","value","forecast_week"
"HHS Region 3","1 wk ahead","Bin","percent","1.2","1.3",0.133,"43"
"HHS Region 3","1 wk ahead","Bin","percent","1.3","1.4",0.1695,"43"
"HHS Region 3","1 wk ahead","Bin","percent","1.4","1.5",0.1535,"43"
"HHS Region 3","1 wk ahead","Bin","percent","1.5","1.6",0.123,"43"
"HHS Region 3","1 wk ahead","Bin","percent","1.6","1.7",0.0845,"43"
"HHS Region 3","1 wk ahead","Bin","percent","1.7","1.8",0.057,"43"
"HHS Region 3","1 wk ahead","Bin","percent","1.8","1.9",0.031,"43"
"HHS Region 3","1 wk ahead","Bin","percent","1.9","2.0",0.023,"43"
"HHS Region 3","1 wk ahead","Bin","percent","2.0","2.1",0.015,"43"
"HHS Region 3","1 wk ahead","Bin","percent","2.1","2.2",0.008,"43"
"HHS Region 3","1 wk ahead","Bin","percent","2.2","2.3",0.006,"43"
"HHS Region 3","1 wk ahead","Bin","percent","2.3","2.4",0.005,"43"
"HHS Region 3","1 wk ahead","Bin","percent","2.4","2.5",0.0045,"43"
"HHS Region 3","1 wk ahead","Bin","percent","2.5","2.6",0.0025,"43"
"HHS Region 3","1 wk ahead","Bin","percent","2.6","2.7",0.001,"43"
"HHS Region 3","1 wk ahead","Bin","percent","2.7","2.8",0.002,"43"
"HHS Region 3","1 wk ahead","Bin","percent","2.8","2.9",5e-04,"43"
"HHS Region 3","1 wk ahead","Bin","percent","2.9","3.0",5e-04,"43"
"HHS Region 3","1 wk ahead","Bin","percent","3.0","3.1",5e-04,"43"
"HHS Region 3","1 wk ahead","Bin","percent","3.1","3.2",0.001,"43"
"HHS Region 3","1 wk ahead","Bin","percent","3.2","3.3",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","3.3","3.4",5e-04,"43"
"HHS Region 3","1 wk ahead","Bin","percent","3.4","3.5",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","3.5","3.6",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","3.6","3.7",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","3.7","3.8",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","3.8","3.9",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","3.9","4.0",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","4.0","4.1",5e-04,"43"
"HHS Region 3","1 wk ahead","Bin","percent","4.1","4.2",5e-04,"43"
"HHS Region 3","1 wk ahead","Bin","percent","4.2","4.3",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","4.3","4.4",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","4.4","4.5",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","4.5","4.6",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","4.6","4.7",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","4.7","4.8",5e-04,"43"
"HHS Region 3","1 wk ahead","Bin","percent","4.8","4.9",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","4.9","5.0",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","5.0","5.1",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","5.1","5.2",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","5.2","5.3",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","5.3","5.4",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","5.4","5.5",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","5.5","5.6",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","5.6","5.7",5e-04,"43"
"HHS Region 3","1 wk ahead","Bin","percent","5.7","5.8",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","5.8","5.9",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","5.9","6.0",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","6.0","6.1",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","6.1","6.2",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","6.2","6.3",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","6.3","6.4",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","6.4","6.5",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","6.5","6.6",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","6.6","6.7",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","6.7","6.8",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","6.8","6.9",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","6.9","7.0",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","7.0","7.1",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","7.1","7.2",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","7.2","7.3",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","7.3","7.4",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","7.4","7.5",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","7.5","7.6",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","7.6","7.7",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","7.7","7.8",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","7.8","7.9",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","7.9","8.0",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","8.0","8.1",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","8.1","8.2",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","8.2","8.3",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","8.3","8.4",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","8.4","8.5",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","8.5","8.6",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","8.6","8.7",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","8.7","8.8",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","8.8","8.9",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","8.9","9.0",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","9.0","9.1",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","9.1","9.2",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","9.2","9.3",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","9.3","9.4",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","9.4","9.5",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","9.5","9.6",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","9.6","9.7",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","9.7","9.8",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","9.8","9.9",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","9.9","10.0",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","10.0","10.1",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","10.1","10.2",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","10.2","10.3",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","10.3","10.4",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","10.4","10.5",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","10.5","10.6",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","10.6","10.7",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","10.7","10.8",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","10.8","10.9",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","10.9","11.0",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","11.0","11.1",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","11.1","11.2",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","11.2","11.3",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","11.3","11.4",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","11.4","11.5",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","11.5","11.6",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","11.6","11.7",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","11.7","11.8",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","11.8","11.9",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","11.9","12.0",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","12.0","12.1",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","12.1","12.2",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","12.2","12.3",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","12.3","12.4",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","12.4","12.5",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","12.5","12.6",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","12.6","12.7",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","12.7","12.8",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","12.8","12.9",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","12.9","13.0",0,"43"
"HHS Region 3","1 wk ahead","Bin","percent","13.0","100.0",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","0.0","0.1",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","0.1","0.2",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","0.2","0.3",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","0.3","0.4",0.002,"43"
"HHS Region 3","2 wk ahead","Bin","percent","0.4","0.5",0.0035,"43"
"HHS Region 3","2 wk ahead","Bin","percent","0.5","0.6",0.005,"43"
"HHS Region 3","2 wk ahead","Bin","percent","0.6","0.7",0.0075,"43"
"HHS Region 3","2 wk ahead","Bin","percent","0.7","0.8",0.0125,"43"
"HHS Region 3","2 wk ahead","Bin","percent","0.8","0.9",0.0155,"43"
"HHS Region 3","2 wk ahead","Bin","percent","0.9","1.0",0.025,"43"
"HHS Region 3","2 wk ahead","Bin","percent","1.0","1.1",0.0305,"43"
"HHS Region 3","2 wk ahead","Bin","percent","1.1","1.2",0.0455,"43"
"HHS Region 3","2 wk ahead","Bin","percent","1.2","1.3",0.081,"43"
"HHS Region 3","2 wk ahead","Bin","percent","1.3","1.4",0.1325,"43"
"HHS Region 3","2 wk ahead","Bin","percent","1.4","1.5",0.124,"43"
"HHS Region 3","2 wk ahead","Bin","percent","1.5","1.6",0.1115,"43"
"HHS Region 3","2 wk ahead","Bin","percent","1.6","1.7",0.1,"43"
"HHS Region 3","2 wk ahead","Bin","percent","1.7","1.8",0.086,"43"
"HHS Region 3","2 wk ahead","Bin","percent","1.8","1.9",0.058,"43"
"HHS Region 3","2 wk ahead","Bin","percent","1.9","2.0",0.0395,"43"
"HHS Region 3","2 wk ahead","Bin","percent","2.0","2.1",0.027,"43"
"HHS Region 3","2 wk ahead","Bin","percent","2.1","2.2",0.0215,"43"
"HHS Region 3","2 wk ahead","Bin","percent","2.2","2.3",0.0135,"43"
"HHS Region 3","2 wk ahead","Bin","percent","2.3","2.4",0.014,"43"
"HHS Region 3","2 wk ahead","Bin","percent","2.4","2.5",0.008,"43"
"HHS Region 3","2 wk ahead","Bin","percent","2.5","2.6",0.008,"43"
"HHS Region 3","2 wk ahead","Bin","percent","2.6","2.7",0.0035,"43"
"HHS Region 3","2 wk ahead","Bin","percent","2.7","2.8",0.005,"43"
"HHS Region 3","2 wk ahead","Bin","percent","2.8","2.9",0.001,"43"
"HHS Region 3","2 wk ahead","Bin","percent","2.9","3.0",0.0015,"43"
"HHS Region 3","2 wk ahead","Bin","percent","3.0","3.1",0.0045,"43"
"HHS Region 3","2 wk ahead","Bin","percent","3.1","3.2",0.0025,"43"
"HHS Region 3","2 wk ahead","Bin","percent","3.2","3.3",0.001,"43"
"HHS Region 3","2 wk ahead","Bin","percent","3.3","3.4",5e-04,"43"
"HHS Region 3","2 wk ahead","Bin","percent","3.4","3.5",0.001,"43"
"HHS Region 3","2 wk ahead","Bin","percent","3.5","3.6",0.001,"43"
"HHS Region 3","2 wk ahead","Bin","percent","3.6","3.7",0.002,"43"
"HHS Region 3","2 wk ahead","Bin","percent","3.7","3.8",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","3.8","3.9",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","3.9","4.0",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","4.0","4.1",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","4.1","4.2",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","4.2","4.3",0.001,"43"
"HHS Region 3","2 wk ahead","Bin","percent","4.3","4.4",5e-04,"43"
"HHS Region 3","2 wk ahead","Bin","percent","4.4","4.5",5e-04,"43"
"HHS Region 3","2 wk ahead","Bin","percent","4.5","4.6",5e-04,"43"
"HHS Region 3","2 wk ahead","Bin","percent","4.6","4.7",5e-04,"43"
"HHS Region 3","2 wk ahead","Bin","percent","4.7","4.8",0.001,"43"
"HHS Region 3","2 wk ahead","Bin","percent","4.8","4.9",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","4.9","5.0",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","5.0","5.1",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","5.1","5.2",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","5.2","5.3",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","5.3","5.4",5e-04,"43"
"HHS Region 3","2 wk ahead","Bin","percent","5.4","5.5",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","5.5","5.6",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","5.6","5.7",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","5.7","5.8",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","5.8","5.9",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","5.9","6.0",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","6.0","6.1",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","6.1","6.2",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","6.2","6.3",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","6.3","6.4",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","6.4","6.5",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","6.5","6.6",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","6.6","6.7",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","6.7","6.8",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","6.8","6.9",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","6.9","7.0",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","7.0","7.1",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","7.1","7.2",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","7.2","7.3",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","7.3","7.4",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","7.4","7.5",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","7.5","7.6",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","7.6","7.7",5e-04,"43"
"HHS Region 3","2 wk ahead","Bin","percent","7.7","7.8",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","7.8","7.9",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","7.9","8.0",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","8.0","8.1",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","8.1","8.2",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","8.2","8.3",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","8.3","8.4",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","8.4","8.5",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","8.5","8.6",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","8.6","8.7",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","8.7","8.8",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","8.8","8.9",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","8.9","9.0",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","9.0","9.1",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","9.1","9.2",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","9.2","9.3",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","9.3","9.4",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","9.4","9.5",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","9.5","9.6",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","9.6","9.7",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","9.7","9.8",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","9.8","9.9",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","9.9","10.0",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","10.0","10.1",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","10.1","10.2",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","10.2","10.3",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","10.3","10.4",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","10.4","10.5",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","10.5","10.6",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","10.6","10.7",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","10.7","10.8",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","10.8","10.9",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","10.9","11.0",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","11.0","11.1",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","11.1","11.2",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","11.2","11.3",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","11.3","11.4",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","11.4","11.5",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","11.5","11.6",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","11.6","11.7",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","11.7","11.8",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","11.8","11.9",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","11.9","12.0",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","12.0","12.1",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","12.1","12.2",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","12.2","12.3",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","12.3","12.4",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","12.4","12.5",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","12.5","12.6",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","12.6","12.7",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","12.7","12.8",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","12.8","12.9",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","12.9","13.0",0,"43"
"HHS Region 3","2 wk ahead","Bin","percent","13.0","100.0",0,"43"
"HHS Region 3","3 wk ahead","Bin","percent","0.0","0.1",0,"43"
"HHS Region 3","3 wk ahead","Bin","percent","0.1","0.2",5e-04,"43"
"HHS Region 3","3 wk ahead","Bin","percent","0.2","0.3",0.0015,"43"
"HHS Region 3","3 wk ahead","Bin","percent","0.3","0.4",0.0025,"43"
"HHS Region 3","3 wk ahead","Bin","percent","0.4","0.5",0.005,"43"
"HHS Region 3","3 wk ahead","Bin","percent","0.5","0.6",0.0055,"43"
"HHS Region 3","3 wk ahead","Bin","percent","0.6","0.7",0.007,"43"
"HHS Region 3","3 wk ahead","Bin","percent","0.7","0.8",0.0155,"43"
"HHS Region 3","3 wk ahead","Bin","percent","0.8","0.9",0.016,"43"
"HHS Region 3","3 wk ahead","Bin","percent","0.9","1.0",0.024,"43"
"HHS Region 3","3 wk ahead","Bin","percent","1.0","1.1",0.031,"43"
"HHS Region 3","3 wk ahead","Bin","percent","1.1","1.2",0.048,"43"
"HHS Region 3","3 wk ahead","Bin","percent","1.2","1.3",0.0495,"43"
"HHS Region 3","3 wk ahead","Bin","percent","1.3","1.4",0.083,"43"
"HHS Region 3","3 wk ahead","Bin","percent","1.4","1.5",0.0805,"43"
"HHS Region 3","3 wk ahead","Bin","percent","1.5","1.6",0.1005,"43"
"HHS Region 3","3 wk ahead","Bin","percent","1.6","1.7",0.0875,"43"
"HHS Region 3","3 wk ahead","Bin","percent","1.7","1.8",0.091,"43"
"HHS Region 3","3 wk ahead","Bin","percent","1.8","1.9",0.0775,"43"
"HHS Region 3","3 wk ahead","Bin","percent","1.9","2.0",0.062,"43"
"HHS Region 3","3 wk ahead","Bin","percent","2.0","2.1",0.0405,"43"
"HHS Region 3","3 wk ahead","Bin","percent","2.1","2.2",0.035,"43"
"HHS Region 3","3 wk ahead","Bin","percent","2.2","2.3",0.032,"43"
"HHS Region 3","3 wk ahead","Bin","percent","2.3","2.4",0.0185,"43"
"HHS Region 3","3 wk ahead","Bin","percent","2.4","2.5",0.014,"43"
"HHS Region 3","3 wk ahead","Bin","percent","2.5","2.6",0.0145,"43"
"HHS Region 3","3 wk ahead","Bin","percent","2.6","2.7",0.0105,"43"
"HHS Region 3","3 wk ahead","Bin","percent","2.7","2.8",0.009,"43"
"HHS Region 3","3 wk ahead","Bin","percent","2.8","2.9",0.0065,"43"
"HHS Region 3","3 wk ahead","Bin","percent","2.9","3.0",0.0065,"43"
"HHS Region 3","3 wk ahead","Bin","percent","3.0","3.1",0.002,"43"
"HHS Region 3","3 wk ahead","Bin","percent","3.1","3.2",0.003,"43"
"HHS Region 3","3 wk ahead","Bin","percent","3.2","3.3",0.002,"43"
"HHS Region 3","3 wk ahead","Bin","percent","3.3","3.4",0.0035,"43"
"HHS Region 3","3 wk ahead","Bin","percent","3.4","3.5",0.0015,"43"
"HHS Region 3","3 wk ahead","Bin","percent","3.5","3.6",0.0015,"43"
"HHS Region 3","3 wk ahead","Bin","percent","3.6","3.7",0.002,"43"
"HHS Region 3","3 wk ahead","Bin","percent","3.7","3.8",0.001,"43"
"HHS Region 3","3 wk ahead","Bin","percent","3.8","3.9",0,"43"
"HHS Region 3","3 wk ahead","Bin","percent","3.9","4.0",0.001,"43"
"HHS Region 3","3 wk ahead","Bin","percent","4.0","4.1",5e-04,"43"
"HHS Region 3","3 wk ahead","Bin","percent","4.1","4.2",0.001,"43"
"HHS Region 3","3 wk ahead","Bin","percent","4.2","4.3",0.001,"43"
"HHS Region 3","3 wk ahead","Bin","percent","4.3","4.4",0,"43"
"HHS Region 3","3 wk ahead","Bin","percent","4.4","4.5",0,"43"
"HHS Region 3","3 wk ahead","Bin","percent","4.5","4.6",0,"43"
"HHS Region 3","3 wk ahead","Bin","percent","4.6","4.7",0.001,"43"
"HHS Region 3","3 wk ahead","Bin","percent","4.7","4.8",0,"43"
"HHS Region 3","3 wk ahead","Bin","percent","4.8","4.9",0.001,"43"
"HHS Region 3","3 wk ahead","Bin","percent","4.9","5.0",5e-04,"43"
"HHS Region 3","3 wk ahead","Bin","percent","5.0","5.1",0,"43"
