Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value,
HHS Region 2,Season peak week,Bin,week,50,51,0.017113314,
HHS Region 2,Season peak week,Bin,week,51,52,0.034972411,
HHS Region 2,Season peak week,Bin,week,52,53,0.1673653,
HHS Region 2,Season peak week,Bin,week,1,2,0.043101461,
HHS Region 2,Season peak week,Bin,week,2,3,0.031200987,
HHS Region 2,Season peak week,Bin,week,3,4,0.048814186,
HHS Region 2,Season peak week,Bin,week,4,5,0.070927303,
HHS Region 2,Season peak week,Bin,week,5,6,0.091645596,
HHS Region 2,Season peak week,Bin,week,6,7,0.100874115,
HHS Region 2,Season peak week,Bin,week,7,8,0.10742322,
HHS Region 2,Season peak week,Bin,week,8,9,0.063241906,
HHS Region 2,Season peak week,Bin,week,9,10,0.019363631,
HHS Region 2,Season peak week,Bin,week,10,11,0.030417733,
HHS Region 2,Season peak week,Bin,week,11,12,0.022892652,
HHS Region 2,Season peak week,Bin,week,12,13,0.010022235,
HHS Region 2,Season peak week,Bin,week,13,14,0.009931736,
HHS Region 2,Season peak week,Bin,week,14,15,0.005042122,
HHS Region 2,Season peak week,Bin,week,15,16,0.003455531,
HHS Region 2,Season peak week,Bin,week,16,17,0.004255219,
HHS Region 2,Season peak week,Bin,week,17,18,0.002529812,
HHS Region 2,Season peak week,Bin,week,18,19,0.006986328,
HHS Region 2,Season peak week,Bin,week,19,20,0.003024294,
HHS Region 2,Season peak week,Bin,week,20,21,0.016203991,
HHS Region 2,Season peak percentage,Point,percent,NA,NA,9.054437333,
HHS Region 2,Season peak percentage,Bin,percent,0,0.1,0.000175734,
HHS Region 2,Season peak percentage,Bin,percent,0.1,0.2,0.000177455,
HHS Region 2,Season peak percentage,Bin,percent,0.2,0.3,0.00017938,
HHS Region 2,Season peak percentage,Bin,percent,0.3,0.4,0.000181529,
HHS Region 2,Season peak percentage,Bin,percent,0.4,0.5,0.000183927,
HHS Region 2,Season peak percentage,Bin,percent,0.5,0.6,0.000186598,
HHS Region 2,Season peak percentage,Bin,percent,0.6,0.7,0.000189571,
HHS Region 2,Season peak percentage,Bin,percent,0.7,0.8,0.000192874,
HHS Region 2,Season peak percentage,Bin,percent,0.8,0.9,0.000196541,
HHS Region 2,Season peak percentage,Bin,percent,0.9,1,0.000200604,
HHS Region 2,Season peak percentage,Bin,percent,1,1.1,0.000205101,
HHS Region 2,Season peak percentage,Bin,percent,1.1,1.2,0.000210071,
HHS Region 2,Season peak percentage,Bin,percent,1.2,1.3,0.000215554,
HHS Region 2,Season peak percentage,Bin,percent,1.3,1.4,0.000221593,
HHS Region 2,Season peak percentage,Bin,percent,1.4,1.5,0.000228235,
HHS Region 2,Season peak percentage,Bin,percent,1.5,1.6,0.000235526,
HHS Region 2,Season peak percentage,Bin,percent,1.6,1.7,0.000243515,
HHS Region 2,Season peak percentage,Bin,percent,1.7,1.8,0.000252253,
HHS Region 2,Season peak percentage,Bin,percent,1.8,1.9,0.000261793,
HHS Region 2,Season peak percentage,Bin,percent,1.9,2,0.000272186,
HHS Region 2,Season peak percentage,Bin,percent,2,2.1,0.000483698,
HHS Region 2,Season peak percentage,Bin,percent,2.1,2.2,0.000771427,
HHS Region 2,Season peak percentage,Bin,percent,2.2,2.3,0.000858476,
HHS Region 2,Season peak percentage,Bin,percent,2.3,2.4,0.000952002,
HHS Region 2,Season peak percentage,Bin,percent,2.4,2.5,0.001581217,
HHS Region 2,Season peak percentage,Bin,percent,2.5,2.6,0.004421126,
HHS Region 2,Season peak percentage,Bin,percent,2.6,2.7,0.002766291,
HHS Region 2,Season peak percentage,Bin,percent,2.7,2.8,0.002989117,
HHS Region 2,Season peak percentage,Bin,percent,2.8,2.9,0.004035063,
HHS Region 2,Season peak percentage,Bin,percent,2.9,3,0.004512828,
HHS Region 2,Season peak percentage,Bin,percent,3,3.1,0.005477008,
HHS Region 2,Season peak percentage,Bin,percent,3.1,3.2,0.006588798,
HHS Region 2,Season peak percentage,Bin,percent,3.2,3.3,0.007839974,
HHS Region 2,Season peak percentage,Bin,percent,3.3,3.4,0.009938536,
HHS Region 2,Season peak percentage,Bin,percent,3.4,3.5,0.011797124,
HHS Region 2,Season peak percentage,Bin,percent,3.5,3.6,0.013058915,
HHS Region 2,Season peak percentage,Bin,percent,3.6,3.7,0.014388071,
HHS Region 2,Season peak percentage,Bin,percent,3.7,3.8,0.016127022,
HHS Region 2,Season peak percentage,Bin,percent,3.8,3.9,0.017536589,
HHS Region 2,Season peak percentage,Bin,percent,3.9,4,0.019990385,
HHS Region 2,Season peak percentage,Bin,percent,4,4.1,0.021329696,
HHS Region 2,Season peak percentage,Bin,percent,4.1,4.2,0.02294926,
HHS Region 2,Season peak percentage,Bin,percent,4.2,4.3,0.02445187,
HHS Region 2,Season peak percentage,Bin,percent,4.3,4.4,0.026867131,
HHS Region 2,Season peak percentage,Bin,percent,4.4,4.5,0.026663225,
HHS Region 2,Season peak percentage,Bin,percent,4.5,4.6,0.02767084,
HHS Region 2,Season peak percentage,Bin,percent,4.6,4.7,0.029540024,
HHS Region 2,Season peak percentage,Bin,percent,4.7,4.8,0.029082715,
HHS Region 2,Season peak percentage,Bin,percent,4.8,4.9,0.030175973,
HHS Region 2,Season peak percentage,Bin,percent,4.9,5,0.02998694,
HHS Region 2,Season peak percentage,Bin,percent,5,5.1,0.02994904,
HHS Region 2,Season peak percentage,Bin,percent,5.1,5.2,0.029363682,
HHS Region 2,Season peak percentage,Bin,percent,5.2,5.3,0.029291128,
HHS Region 2,Season peak percentage,Bin,percent,5.3,5.4,0.028700454,
HHS Region 2,Season peak percentage,Bin,percent,5.4,5.5,0.027609919,
HHS Region 2,Season peak percentage,Bin,percent,5.5,5.6,0.026736891,
HHS Region 2,Season peak percentage,Bin,percent,5.6,5.7,0.026460922,
HHS Region 2,Season peak percentage,Bin,percent,5.7,5.8,0.025734319,
HHS Region 2,Season peak percentage,Bin,percent,5.8,5.9,0.024587279,
HHS Region 2,Season peak percentage,Bin,percent,5.9,6,0.023387805,
HHS Region 2,Season peak percentage,Bin,percent,6,6.1,0.021444986,
HHS Region 2,Season peak percentage,Bin,percent,6.1,6.2,0.020557943,
HHS Region 2,Season peak percentage,Bin,percent,6.2,6.3,0.018592052,
HHS Region 2,Season peak percentage,Bin,percent,6.3,6.4,0.017705249,
HHS Region 2,Season peak percentage,Bin,percent,6.4,6.5,0.016488795,
HHS Region 2,Season peak percentage,Bin,percent,6.5,6.6,0.01495166,
HHS Region 2,Season peak percentage,Bin,percent,6.6,6.7,0.014154855,
HHS Region 2,Season peak percentage,Bin,percent,6.7,6.8,0.013416762,
HHS Region 2,Season peak percentage,Bin,percent,6.8,6.9,0.011663033,
HHS Region 2,Season peak percentage,Bin,percent,6.9,7,0.012079422,
HHS Region 2,Season peak percentage,Bin,percent,7,7.1,0.010088998,
HHS Region 2,Season peak percentage,Bin,percent,7.1,7.2,0.00886473,
HHS Region 2,Season peak percentage,Bin,percent,7.2,7.3,0.008755294,
HHS Region 2,Season peak percentage,Bin,percent,7.3,7.4,0.007285452,
HHS Region 2,Season peak percentage,Bin,percent,7.4,7.5,0.007992023,
HHS Region 2,Season peak percentage,Bin,percent,7.5,7.6,0.007345179,
HHS Region 2,Season peak percentage,Bin,percent,7.6,7.7,0.005698135,
HHS Region 2,Season peak percentage,Bin,percent,7.7,7.8,0.004807447,
HHS Region 2,Season peak percentage,Bin,percent,7.8,7.9,0.004310771,
HHS Region 2,Season peak percentage,Bin,percent,7.9,8,0.00386292,
HHS Region 2,Season peak percentage,Bin,percent,8,8.1,0.004518331,
HHS Region 2,Season peak percentage,Bin,percent,8.1,8.2,0.00308854,
HHS Region 2,Season peak percentage,Bin,percent,8.2,8.3,0.003820243,
HHS Region 2,Season peak percentage,Bin,percent,8.3,8.4,0.003176199,
HHS Region 2,Season peak percentage,Bin,percent,8.4,8.5,0.002549477,
HHS Region 2,Season peak percentage,Bin,percent,8.5,8.6,0.002460469,
HHS Region 2,Season peak percentage,Bin,percent,8.6,8.7,0.00156645,
HHS Region 2,Season peak percentage,Bin,percent,8.7,8.8,0.001401595,
HHS Region 2,Season peak percentage,Bin,percent,8.8,8.9,0.002000889,
HHS Region 2,Season peak percentage,Bin,percent,8.9,9,0.001928604,
HHS Region 2,Season peak percentage,Bin,percent,9,9.1,0.00291976,
HHS Region 2,Season peak percentage,Bin,percent,9.1,9.2,0.001442295,
HHS Region 2,Season peak percentage,Bin,percent,9.2,9.3,0.002444449,
HHS Region 2,Season peak percentage,Bin,percent,9.3,9.4,0.001696257,
HHS Region 2,Season peak percentage,Bin,percent,9.4,9.5,0.001291002,
HHS Region 2,Season peak percentage,Bin,percent,9.5,9.6,0.001608993,
HHS Region 2,Season peak percentage,Bin,percent,9.6,9.7,0.0015853,
HHS Region 2,Season peak percentage,Bin,percent,9.7,9.8,0.001912203,
HHS Region 2,Season peak percentage,Bin,percent,9.8,9.9,0.001891465,
HHS Region 2,Season peak percentage,Bin,percent,9.9,10,0.001523062,
HHS Region 2,Season peak percentage,Bin,percent,10,10.1,0.001145334,
HHS Region 2,Season peak percentage,Bin,percent,10.1,10.2,0.001487851,
HHS Region 2,Season peak percentage,Bin,percent,10.2,10.3,0.001472025,
HHS Region 2,Season peak percentage,Bin,percent,10.3,10.4,0.00109781,
HHS Region 2,Season peak percentage,Bin,percent,10.4,10.5,0.001443707,
HHS Region 2,Season peak percentage,Bin,percent,10.5,10.6,0.000722662,
HHS Region 2,Season peak percentage,Bin,percent,10.6,10.7,0.000711049,
HHS Region 2,Season peak percentage,Bin,percent,10.7,10.8,0.001408817,
HHS Region 2,Season peak percentage,Bin,percent,10.8,10.9,0.000690545,
HHS Region 2,Season peak percentage,Bin,percent,10.9,11,0.000681547,
HHS Region 2,Season peak percentage,Bin,percent,11,11.1,0.001381771,
HHS Region 2,Season peak percentage,Bin,percent,11.1,11.2,0.001014737,
HHS Region 2,Season peak percentage,Bin,percent,11.2,11.3,0.001007886,
HHS Region 2,Season peak percentage,Bin,percent,11.3,11.4,0.001001652,
HHS Region 2,Season peak percentage,Bin,percent,11.4,11.5,0.002053391,
HHS Region 2,Season peak percentage,Bin,percent,11.5,11.6,0.000641916,
HHS Region 2,Season peak percentage,Bin,percent,11.6,11.7,0.000637267,
HHS Region 2,Season peak percentage,Bin,percent,11.7,11.8,0.000982003,
HHS Region 2,Season peak percentage,Bin,percent,11.8,11.9,0.000978209,
HHS Region 2,Season peak percentage,Bin,percent,11.9,12,0.000974789,
HHS Region 2,Season peak percentage,Bin,percent,12,12.1,0.001680169,
HHS Region 2,Season peak percentage,Bin,percent,12.1,12.2,0.001328459,
HHS Region 2,Season peak percentage,Bin,percent,12.2,12.3,0.001325973,
HHS Region 2,Season peak percentage,Bin,percent,12.3,12.4,0.000615289,
HHS Region 2,Season peak percentage,Bin,percent,12.4,12.5,0.000613292,
HHS Region 2,Season peak percentage,Bin,percent,12.5,12.6,0.001319961,
HHS Region 2,Season peak percentage,Bin,percent,12.6,12.7,0.000609909,
HHS Region 2,Season peak percentage,Bin,percent,12.7,12.8,0.001316939,
HHS Region 2,Season peak percentage,Bin,percent,12.8,12.9,0.00095615,
HHS Region 2,Season peak percentage,Bin,percent,12.9,13,0.001663476,
HHS Region 2,Season peak percentage,Bin,percent,13,100,0.001294539,
HHS Region 2,1 wk ahead,Point,percent,NA,NA,2.542297131,
HHS Region 2,1 wk ahead,Bin,percent,0,0.1,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,0.1,0.2,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,0.2,0.3,0.000358898,
HHS Region 2,1 wk ahead,Bin,percent,0.3,0.4,0.000358898,
HHS Region 2,1 wk ahead,Bin,percent,0.4,0.5,0.0003589,
HHS Region 2,1 wk ahead,Bin,percent,0.5,0.6,0.000358903,
HHS Region 2,1 wk ahead,Bin,percent,0.6,0.7,0.000358911,
HHS Region 2,1 wk ahead,Bin,percent,0.7,0.8,0.00035893,
HHS Region 2,1 wk ahead,Bin,percent,0.8,0.9,0.000358977,
HHS Region 2,1 wk ahead,Bin,percent,0.9,1,0.000359099,
HHS Region 2,1 wk ahead,Bin,percent,1,1.1,0.000359414,
HHS Region 2,1 wk ahead,Bin,percent,1.1,1.2,0.000360237,
HHS Region 2,1 wk ahead,Bin,percent,1.2,1.3,0.000362402,
HHS Region 2,1 wk ahead,Bin,percent,1.3,1.4,0.000368105,
HHS Region 2,1 wk ahead,Bin,percent,1.4,1.5,0.000383072,
HHS Region 2,1 wk ahead,Bin,percent,1.5,1.6,0.000421851,
HHS Region 2,1 wk ahead,Bin,percent,1.6,1.7,0.003631056,
HHS Region 2,1 wk ahead,Bin,percent,1.7,1.8,0.001907006,
HHS Region 2,1 wk ahead,Bin,percent,1.8,1.9,0.002846227,
HHS Region 2,1 wk ahead,Bin,percent,1.9,2,0.005975547,
HHS Region 2,1 wk ahead,Bin,percent,2,2.1,0.05016458,
HHS Region 2,1 wk ahead,Bin,percent,2.1,2.2,0.100605459,
HHS Region 2,1 wk ahead,Bin,percent,2.2,2.3,0.06787197,
HHS Region 2,1 wk ahead,Bin,percent,2.3,2.4,0.066999424,
HHS Region 2,1 wk ahead,Bin,percent,2.4,2.5,0.086534824,
HHS Region 2,1 wk ahead,Bin,percent,2.5,2.6,0.096070027,
HHS Region 2,1 wk ahead,Bin,percent,2.6,2.7,0.102194503,
HHS Region 2,1 wk ahead,Bin,percent,2.7,2.8,0.102545973,
HHS Region 2,1 wk ahead,Bin,percent,2.8,2.9,0.06411384,
HHS Region 2,1 wk ahead,Bin,percent,2.9,3,0.052351866,
HHS Region 2,1 wk ahead,Bin,percent,3,3.1,0.037928816,
HHS Region 2,1 wk ahead,Bin,percent,3.1,3.2,0.025792797,
HHS Region 2,1 wk ahead,Bin,percent,3.2,3.3,0.029305931,
HHS Region 2,1 wk ahead,Bin,percent,3.3,3.4,0.017070149,
HHS Region 2,1 wk ahead,Bin,percent,3.4,3.5,0.010248622,
HHS Region 2,1 wk ahead,Bin,percent,3.5,3.6,0.00735916,
HHS Region 2,1 wk ahead,Bin,percent,3.6,3.7,0.011372759,
HHS Region 2,1 wk ahead,Bin,percent,3.7,3.8,0.007291355,
HHS Region 2,1 wk ahead,Bin,percent,3.8,3.9,0.00566674,
HHS Region 2,1 wk ahead,Bin,percent,3.9,4,0.000622973,
HHS Region 2,1 wk ahead,Bin,percent,4,4.1,0.002154575,
HHS Region 2,1 wk ahead,Bin,percent,4.1,4.2,0.000516931,
HHS Region 2,1 wk ahead,Bin,percent,4.2,4.3,0.00171651,
HHS Region 2,1 wk ahead,Bin,percent,4.3,4.4,0.001391717,
HHS Region 2,1 wk ahead,Bin,percent,4.4,4.5,0.000700083,
HHS Region 2,1 wk ahead,Bin,percent,4.5,4.6,0.00036416,
HHS Region 2,1 wk ahead,Bin,percent,4.6,4.7,0.000363596,
HHS Region 2,1 wk ahead,Bin,percent,4.7,4.8,0.000693339,
HHS Region 2,1 wk ahead,Bin,percent,4.8,4.9,0.000362257,
HHS Region 2,1 wk ahead,Bin,percent,4.9,5,0.000391124,
HHS Region 2,1 wk ahead,Bin,percent,5,5.1,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,5.1,5.2,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,5.2,5.3,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,5.3,5.4,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,5.4,5.5,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,5.5,5.6,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,5.6,5.7,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,5.7,5.8,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,5.8,5.9,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,5.9,6,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,6,6.1,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,6.1,6.2,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,6.2,6.3,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,6.3,6.4,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,6.4,6.5,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,6.5,6.6,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,6.6,6.7,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,6.7,6.8,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,6.8,6.9,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,6.9,7,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,7,7.1,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,7.1,7.2,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,7.2,7.3,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,7.3,7.4,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,7.4,7.5,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,7.5,7.6,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,7.6,7.7,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,7.7,7.8,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,7.8,7.9,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,7.9,8,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,8,8.1,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,8.1,8.2,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,8.2,8.3,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,8.3,8.4,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,8.4,8.5,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,8.5,8.6,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,8.6,8.7,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,8.7,8.8,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,8.8,8.9,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,8.9,9,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,9,9.1,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,9.1,9.2,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,9.2,9.3,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,9.3,9.4,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,9.4,9.5,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,9.5,9.6,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,9.6,9.7,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,9.7,9.8,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,9.8,9.9,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,9.9,10,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,10,10.1,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,10.1,10.2,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,10.2,10.3,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,10.3,10.4,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,10.4,10.5,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,10.5,10.6,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,10.6,10.7,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,10.7,10.8,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,10.8,10.9,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,10.9,11,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,11,11.1,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,11.1,11.2,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,11.2,11.3,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,11.3,11.4,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,11.4,11.5,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,11.5,11.6,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,11.6,11.7,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,11.7,11.8,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,11.8,11.9,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,11.9,12,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,12,12.1,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,12.1,12.2,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,12.2,12.3,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,12.3,12.4,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,12.4,12.5,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,12.5,12.6,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,12.6,12.7,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,12.7,12.8,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,12.8,12.9,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,12.9,13,0.000358897,
HHS Region 2,1 wk ahead,Bin,percent,13,100,0.000318109,
HHS Region 2,2 wk ahead,Point,percent,NA,NA,2.567749417,
HHS Region 2,2 wk ahead,Bin,percent,0,0.1,0.000485837,
HHS Region 2,2 wk ahead,Bin,percent,0.1,0.2,0.000486027,
HHS Region 2,2 wk ahead,Bin,percent,0.2,0.3,0.000486355,
HHS Region 2,2 wk ahead,Bin,percent,0.3,0.4,0.000486919,
HHS Region 2,2 wk ahead,Bin,percent,0.4,0.5,0.000487892,
HHS Region 2,2 wk ahead,Bin,percent,0.5,0.6,0.000489566,
HHS Region 2,2 wk ahead,Bin,percent,0.6,0.7,0.000492437,
HHS Region 2,2 wk ahead,Bin,percent,0.7,0.8,0.000497342,
HHS Region 2,2 wk ahead,Bin,percent,0.8,0.9,0.00050567,
HHS Region 2,2 wk ahead,Bin,percent,0.9,1,0.000519692,
HHS Region 2,2 wk ahead,Bin,percent,1,1.1,0.000543058,
HHS Region 2,2 wk ahead,Bin,percent,1.1,1.2,0.000581487,
HHS Region 2,2 wk ahead,Bin,percent,1.2,1.3,0.000643688,
HHS Region 2,2 wk ahead,Bin,percent,1.3,1.4,0.000973789,
HHS Region 2,2 wk ahead,Bin,percent,1.4,1.5,0.00141484,
HHS Region 2,2 wk ahead,Bin,percent,1.5,1.6,0.001582412,
HHS Region 2,2 wk ahead,Bin,percent,1.6,1.7,0.005401783,
HHS Region 2,2 wk ahead,Bin,percent,1.7,1.8,0.009013833,
HHS Region 2,2 wk ahead,Bin,percent,1.8,1.9,0.017392528,
HHS Region 2,2 wk ahead,Bin,percent,1.9,2,0.024318388,
HHS Region 2,2 wk ahead,Bin,percent,2,2.1,0.053638248,
HHS Region 2,2 wk ahead,Bin,percent,2.1,2.2,0.082448378,
HHS Region 2,2 wk ahead,Bin,percent,2.2,2.3,0.069528674,
HHS Region 2,2 wk ahead,Bin,percent,2.3,2.4,0.076270767,
HHS Region 2,2 wk ahead,Bin,percent,2.4,2.5,0.08088703,
HHS Region 2,2 wk ahead,Bin,percent,2.5,2.6,0.080743398,
HHS Region 2,2 wk ahead,Bin,percent,2.6,2.7,0.080656074,
HHS Region 2,2 wk ahead,Bin,percent,2.7,2.8,0.075484933,
HHS Region 2,2 wk ahead,Bin,percent,2.8,2.9,0.062356636,
HHS Region 2,2 wk ahead,Bin,percent,2.9,3,0.053618937,
HHS Region 2,2 wk ahead,Bin,percent,3,3.1,0.046073017,
HHS Region 2,2 wk ahead,Bin,percent,3.1,3.2,0.033070078,
HHS Region 2,2 wk ahead,Bin,percent,3.2,3.3,0.024189427,
HHS Region 2,2 wk ahead,Bin,percent,3.3,3.4,0.017771628,
HHS Region 2,2 wk ahead,Bin,percent,3.4,3.5,0.013002233,
HHS Region 2,2 wk ahead,Bin,percent,3.5,3.6,0.01065336,
HHS Region 2,2 wk ahead,Bin,percent,3.6,3.7,0.006970301,
HHS Region 2,2 wk ahead,Bin,percent,3.7,3.8,0.006058112,
HHS Region 2,2 wk ahead,Bin,percent,3.8,3.9,0.004002302,
HHS Region 2,2 wk ahead,Bin,percent,3.9,4,0.003462243,
HHS Region 2,2 wk ahead,Bin,percent,4,4.1,0.00249831,
HHS Region 2,2 wk ahead,Bin,percent,4.1,4.2,0.002107085,
HHS Region 2,2 wk ahead,Bin,percent,4.2,4.3,0.001561768,
HHS Region 2,2 wk ahead,Bin,percent,4.3,4.4,0.001494362,
HHS Region 2,2 wk ahead,Bin,percent,4.4,4.5,0.001233862,
HHS Region 2,2 wk ahead,Bin,percent,4.5,4.6,0.000697547,
HHS Region 2,2 wk ahead,Bin,percent,4.6,4.7,0.000909037,
HHS Region 2,2 wk ahead,Bin,percent,4.7,4.8,0.000754857,
HHS Region 2,2 wk ahead,Bin,percent,4.8,4.9,0.000660133,
HHS Region 2,2 wk ahead,Bin,percent,4.9,5,0.00062893,
HHS Region 2,2 wk ahead,Bin,percent,5,5.1,0.000535688,
HHS Region 2,2 wk ahead,Bin,percent,5.1,5.2,0.000562704,
HHS Region 2,2 wk ahead,Bin,percent,5.2,5.3,0.000633607,
HHS Region 2,2 wk ahead,Bin,percent,5.3,5.4,0.000570362,
HHS Region 2,2 wk ahead,Bin,percent,5.4,5.5,0.000543146,
HHS Region 2,2 wk ahead,Bin,percent,5.5,5.6,0.000485637,
HHS Region 2,2 wk ahead,Bin,percent,5.6,5.7,0.000548374,
HHS Region 2,2 wk ahead,Bin,percent,5.7,5.8,0.000486231,
HHS Region 2,2 wk ahead,Bin,percent,5.8,5.9,0.000506262,
HHS Region 2,2 wk ahead,Bin,percent,5.9,6,0.000518773,
HHS Region 2,2 wk ahead,Bin,percent,6,6.1,0.000485574,
HHS Region 2,2 wk ahead,Bin,percent,6.1,6.2,0.000503921,
HHS Region 2,2 wk ahead,Bin,percent,6.2,6.3,0.000492773,
HHS Region 2,2 wk ahead,Bin,percent,6.3,6.4,0.00048557,
HHS Region 2,2 wk ahead,Bin,percent,6.4,6.5,0.000495525,
HHS Region 2,2 wk ahead,Bin,percent,6.5,6.6,0.00049543,
HHS Region 2,2 wk ahead,Bin,percent,6.6,6.7,0.000490712,
HHS Region 2,2 wk ahead,Bin,percent,6.7,6.8,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,6.8,6.9,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,6.9,7,0.000488929,
HHS Region 2,2 wk ahead,Bin,percent,7,7.1,0.000488195,
HHS Region 2,2 wk ahead,Bin,percent,7.1,7.2,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,7.2,7.3,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,7.3,7.4,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,7.4,7.5,0.000487916,
HHS Region 2,2 wk ahead,Bin,percent,7.5,7.6,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,7.6,7.7,0.000487248,
HHS Region 2,2 wk ahead,Bin,percent,7.7,7.8,0.000486975,
HHS Region 2,2 wk ahead,Bin,percent,7.8,7.9,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,7.9,8,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,8,8.1,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,8.1,8.2,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,8.2,8.3,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,8.3,8.4,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,8.4,8.5,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,8.5,8.6,0.000485569,
HHS Region 2,2 wk ahead,Bin,percent,8.6,8.7,0.000485569,
